entity_name,primary_issuer_city,primary_issuer_state_or_country_description,industry_group_type,total_investors
thunderstruck resources ltd.,vancouver,"british columbia, canada",other,1
outreach corp,seattle,washington,other technology,1
"sheerid, inc.",eugene,oregon,other technology,29
"bep legacy 2a, llc",houston,texas,pooled investment fund,8
"urbansitter, inc.",san francisco,california,other technology,1
"rmwc credit alpha fund, lp",palo alto,california,pooled investment fund,44
"preceptis medical, inc.",plymouth,minnesota,other health care,1
"neximmune, inc.",gaithersburg,maryland,biotechnology,69
madison capital funding co-investment fund lp,chicago,illinois,other banking and financial services,39
atox bio inc.,ness ziona,israel,biotechnology,14
finomial corp,cambridge,massachusetts,other technology,3
qt ultrasound llc,novato,california,other health care,0
"ruby ribbon, inc.",burlingame,california,retailing,10
wiserg corp,redmond,washington,other technology,21
"h.d. investments, inc.",portland,oregon,construction,81
"edgar street capital, llc",new york,new york,pooled investment fund,75
"bg llh, llc",san francisco,california,commercial,0
global access strategies spc ltd.,"george town, grand cayman",cayman islands,pooled investment fund,16
intelligent fingerprinting ltd,cambridge,united kingdom,other technology,35
"quad learning, inc.",washington,district of columbia,other,10
invenshure llc,minneapolis,minnesota,other technology,1
"procyrion, inc.",houston,texas,other health care,4
"safeop surgical, inc.",hunt valley,maryland,other health care,9
"dwolla, inc.",des moines,iowa,other technology,7
"dispersol technologies, llc",georgetown,texas,pharmaceuticals,4
"vnn, inc.",grand rapids,michigan,other technology,35
prolung inc,salt lake city,utah,biotechnology,4
"lightyear acquisition company, llc",reston,virginia,other,7
"hireology, inc.",chicago,illinois,other technology,7
"simplereach, inc.",new york,new york,other technology,2
"vital financial 2012a, llc",bethesda,maryland,pooled investment fund,33
"ideabud, llc",austin,texas,other technology,5
se joiner city field joint venture,san antonio,texas,oil and gas,0
"praedicat, inc.",los angeles,california,other technology,3
"alpine dedicated, l.p.",englewood cliffs,new jersey,pooled investment fund,4
"argus capital management, lp",wayne,pennsylvania,pooled investment fund,14
"idx, llc",coralville,iowa,other health care,4
"idx, llc",coralville,iowa,other health care,19
"alcyone lifesciences, inc.",lowell,massachusetts,other health care,22
"navian capital, llc",cincinnati,ohio,other banking and financial services,0
galbraithselect tax lien fund lp,perrysburg,ohio,pooled investment fund,38
prophecy development corp.,vancouver,"british columbia, canada",other,1
"hancock medical, inc.",mountain view,california,other health care,40
block one capital inc.,vancouver,"british columbia, canada",other,6
"swedan investment fund, llc",asheville,north carolina,pooled investment fund,19
"qumulo, inc.",seattle,washington,other technology,3
"neumodx molecular, inc.",ann arbor,michigan,other health care,8
interaxon inc.,toronto,"ontario, canada",other technology,2
"systematech technical management services, inc.",tukwila,washington,other technology,6
umbel corp.,austin,texas,other technology,11
"innovative med concepts, llc",tuscaloosa,alabama,biotechnology,14
"voltaiq, inc.",brooklyn,new york,other technology,6
"altiostar networks, inc.",tewksbury,massachusetts,telecommunications,3
"monet foods, llc",belleville,wisconsin,other,2
"event farm, inc.",santa monica,california,other technology,4
mfsc holding corp.,radnor,pennsylvania,other,4
"chrome river technologies, inc.",los angeles,california,other technology,10
"netronome systems, inc.",santa clara,california,other technology,14
quinn foods llc,boulder,colorado,other,4
"mereo 4 holdings, llc",chicago,illinois,other,6
"kingland companies, ltd.",clear lake,iowa,other technology,11
"eckard global, llc",allen,texas,oil and gas,12
"eckard global, llc",allen,texas,oil and gas,1
"eckard global, llc",allen,texas,oil and gas,0
"innovate biopharmaceuticals, inc.",raleigh,north carolina,biotechnology,194
"btg pactual gemm employees fund, (europe) ltd.",new york,new york,pooled investment fund,0
"1661, inc.",culver city,california,other,13
sts media inc dba freedompop,los angeles,california,other technology,1
"kimera systems, inc.",portland,oregon,other technology,2
"ice em credit absolute return fund, l.p.",los angeles,california,pooled investment fund,5
"marxent labs, llc",st. petersburg,florida,other technology,5
"mesa royale apartments, llc",san francisco,california,residential,1
"volta industries, inc.",san francisco,california,other,7
"volta industries, inc.",san francisco,california,other,13
"walton renaissance state credit, llc",marietta,georgia,pooled investment fund,13
"walton heights state credit, llc",marietta,georgia,pooled investment fund,6
"workspot, inc.",cupertino,california,other technology,18
sundance debt partners llc,orem,utah,other banking and financial services,0
"syros pharmaceuticals, inc.",cambridge,massachusetts,biotechnology,1
zappylab inc,berkeley,california,other technology,2
dolcezza gelato holding llc,washington,district of columbia,other,2
"zagster, inc.",cambridge,massachusetts,other,26
"uat holdings, llc",englewood,colorado,other technology,0
"degreed, inc.",san francisco,california,other technology,12
"two pore guys, inc.",santa cruz,california,biotechnology,28
"vumedi, inc.",san francisco,california,other technology,11
fundamental global partners,charlotte,north carolina,pooled investment fund,41
"splice machine, inc.",san francisco,california,other technology,12
compellon inc,laguna hills,california,other technology,19
"town & country bancshares, llc",norman,oklahoma,other banking and financial services,0
"coastal realty capital, llc",portland,maine,other real estate,0
"quarterspot, inc.",new york,new york,other banking and financial services,2
"fuel for fire, inc.",natick,massachusetts,other,17
four springs capital trust,lake como,new jersey,reits and finance,8
"swipesense, inc.",chicago,illinois,other health care,15
contaazul international holdings corp,"road town, tortola","virgin islands, british",other technology,9
prothena corp plc,"dun laoghaire, co. dublin",ireland,biotechnology,1
"utrip, inc.",seattle,washington,other technology,4
"credence medsystems, inc.",menlo park,california,other health care,52
ds co.,lehi,utah,other technology,1
redpoint global inc,wellesley hills,massachusetts,other technology,1
"democracy live, inc.",seattle,washington,other technology,2
wytec international inc,san antonio,texas,telecommunications,1
"steadyserv technologies, llc",fishers,indiana,other technology,1
"walton oaks phase 1 state credit, llc",marietta,georgia,pooled investment fund,6
"legacy terrace state credit, llc",marietta,georgia,pooled investment fund,7
"kick foods, llc",boulder,colorado,other,1
"criquet apparel, llc",austin,texas,retailing,2
petroteq energy inc.,studio city,california,oil and gas,7
"mmtc portfolio company, llc",greenwood village,colorado,other banking and financial services,0
"mmtc portfolio company, llc",greenwood village,colorado,other banking and financial services,0
"chestnut development partners, l.p.",chattanooga,tennessee,other real estate,72
"eneura, inc.",sunnyvale,california,other technology,24
"benefit street partners realty trust, inc.",new york,new york,commercial,36
"armagen, inc.",calabasas,california,biotechnology,3
"pq bypass, inc.",sunnyvale,california,other health care,4
"qm power, inc.",kansas city,missouri,other technology,2
"biostage, inc.",holliston,massachusetts,biotechnology,5
"biostage, inc.",holliston,massachusetts,biotechnology,1
avegant corp,belmont,california,other,2
"wh acquisitions, inc.",san mateo,california,other,2
swanson river capital partners lp,greenwich,connecticut,pooled investment fund,5
vyopta inc,austin,texas,other technology,1
"skyspecs, inc",ann arbor,michigan,other technology,25
"coachup, inc.",boston,massachusetts,other,32
"perceivant, llc",indianapolis,indiana,other technology,1
"hutn, inc.",springfield,ohio,business services,0
"bear creek warehouse, llc",denver,colorado,pooled investment fund,6
"bear creek warehouse, llc",denver,colorado,pooled investment fund,6
arcturus therapeutics ltd.,san diego,california,biotechnology,82
"nfusz, inc.",los angeles,california,other technology,2
"nfusz, inc.",los angeles,california,other technology,3
"nfusz, inc.",los angeles,california,other technology,5
"nfusz, inc.",los angeles,california,other technology,17
"nfusz, inc.",los angeles,california,other technology,3
"highground enterprise solutions, inc.",chicago,illinois,other technology,2
"ncino, inc.",wilmington,north carolina,other technology,2
"cartel equity fund, llc",camarillo,california,investing,1
waterguru inc.,menlo park,united states,other,1
"tethis, inc.",raleigh,north carolina,other technology,75
"maana, inc.",palo alto,california,other technology,12
"bright mountain media, inc.",boca raton,florida,other technology,3
"xo markets holdings, inc.",webster,texas,other technology,14
"givegab, inc.",ithaca,new york,other technology,26
h/2 core real estate debt fund l.p.,stamford,connecticut,pooled investment fund,6
infinitum electric inc.,austin,texas,other technology,16
"simple energy, inc.",boulder,colorado,other energy,13
"luminoso technologies, inc.",cambridge,massachusetts,other technology,44
rtg mining inc.,subiaco,australia,other,11
wildfang co.,portland,oregon,retailing,10
"mobile gaming technologies, inc.",oakland,california,other technology,8
"forusall, inc.",san francisco,california,other technology,9
spinnaker fund lp,san diego,california,pooled investment fund,3
sciaps inc,woburn,massachusetts,other,11
"avitide, inc.",lebanon,new hampshire,pharmaceuticals,3
minesense technologies ltd.,vancouver,"british columbia, canada",other,3
"giphy, inc.",new york,new york,other technology,21
marifil mines ltd,vancouver,"british columbia, canada",other,2
marifil mines ltd,vancouver,"british columbia, canada",other,1
"gtuit, llc",billings,montana,oil and gas,2
"genapsys, inc.",redwood city,california,biotechnology,2
ubeam inc.,santa monica,california,other technology,49
"second spectrum, inc.",los angeles,california,other technology,7
"icertis, inc.",bellevue,washington,other,14
outdoor voices inc,austin,texas,other,46
lucidity lights inc,boston,massachusetts,other technology,47
"sound point clo ii, ltd.","george town, grand cayman",cayman islands,pooled investment fund,10
tiesta tea co,chicago,illinois,other,14
tiesta tea co,chicago,illinois,other,13
"maternity neighborhood, inc.",charlottesville,virginia,other,9
