company_name,url,city,state,country,employees,linkedin_url,founded,Industry,GrowjoRanking,Previous Ranking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
MeetElise,meetelise.com,New York,NY,United States,42,http://www.linkedin.com/company/meetelise,2017,Real Estate Tech,2392,,,1,saas,,,,,$8.4M,https://www.growjo.com/company/MeetElise,https://www.indeed.com/jobs?q=company%3A(MeetElise),83%,For Contact Direct Phone Numbers and Emails see Lead411
Aerospike,aerospike.com,Mountain View,CA.,United States,155,http://www.linkedin.com/company/aerospike-inc-,2009,Tech Services,2393,3099,22475000,18,saas,,,,,$62M,https://www.growjo.com/company/Aerospike,https://www.indeed.com/jobs?q=company%3A(Aerospike),35%,For Contact Direct Phone Numbers and Emails see Lead411
Dovetail,dovetailstudios.com,Sydney,,Australia,69,http://www.linkedin.com/company/dovetailstudios,2014,Tech Services,2394,5875,10005000,1,,,,,,,https://www.growjo.com/company/Dovetail,https://www.indeed.com/jobs?q=company%3A(Dovetail),116%,For Contact Direct Phone Numbers and Emails see Lead411
BeyondID,beyondid.com,San Francisco,CA,United States,75,http://www.linkedin.com/company/beyondid,2017,Tech Services,2395,13101,10875000,1,,,,,,$9M,https://www.growjo.com/company/BeyondID,https://www.indeed.com/jobs?q=company%3A(BeyondID),44%,For Contact Direct Phone Numbers and Emails see Lead411
Sierra7,sierra7.com,Falls Church,VA,United States,95,http://www.linkedin.com/company/sierra7inc,2009,Consulting,2396,489,,1,,,,,,,https://www.growjo.com/company/Sierra7,https://www.indeed.com/jobs?q=company%3A(Sierra7),116%,For Contact Direct Phone Numbers and Emails see Lead411
Convex Insurance,convexin.com,London,ENG,UK,342,http://www.linkedin.com/company/convex-insurance,2019,Insurance,2397,588,75240000,1,,,,,,,https://www.growjo.com/company/Convex_Insurance,https://www.indeed.com/jobs?q=company%3A(Convex Insurance),121%,For Contact Direct Phone Numbers and Emails see Lead411
Cartology - Part of the Woolworths Group,cartology.com.au,Sydney CBD,,United States,108,http://www.linkedin.com/company/cartology-part-of-the-woolworths-group,2019,Marketing,2398,5399,27000000,1,,,,,,,https://www.growjo.com/company/Cartology_-_Part_of_the_Woolworths_Group,https://www.indeed.com/jobs?q=company%3A(Cartology - Part of the Woolworths Group),116%,For Contact Direct Phone Numbers and Emails see Lead411
TheMathCompany,themathcompany.com,Bangalore,KA,India,477,http://www.linkedin.com/company/themathcompany,2016,Consulting,2399,2974,20640000,2,Analytics,,,,,,https://www.growjo.com/company/TheMathCompany,https://www.indeed.com/jobs?q=company%3A(TheMathCompany),55%,For Contact Direct Phone Numbers and Emails see Lead411
Ceros,ceros.com,New York,NY,United States,41,http://www.linkedin.com/company/cerosdotcom,2013,Martech,2400,240,5945000,3,"Analytics,Enterprise Software,Marketing,Marketing Analytics, saas",Grotech Ventures,,B2B,,$133.5M,https://www.growjo.com/company/Ceros,https://www.indeed.com/jobs?q=company%3A(Ceros),21%,For Contact Direct Phone Numbers and Emails see Lead411
iTeos Therapeutics SA,iteostherapeutics.com,Gosselies,,,71,http://www.linkedin.com/company/iteos-therapeutics-sa,2011,Biotech,2401,5021,11005000,1,,,,,,$224.4M,https://www.growjo.com/company/iTeos_Therapeutics_SA,https://www.indeed.com/jobs?q=company%3A(iTeos Therapeutics SA),87%,For Contact Direct Phone Numbers and Emails see Lead411
Scandit,scandit.com,Zurich,.,Switzerland,304,http://www.linkedin.com/company/scandit,2009,Tech Services,2402,380,44080000,48,saas,,,,,$123.1,https://www.growjo.com/company/Scandit,https://www.indeed.com/jobs?q=company%3A(Scandit),35%,For Contact Direct Phone Numbers and Emails see Lead411
Dealpath,dealpath.com,San Francisco,CA,United States,67,http://www.linkedin.com/company/dealpath,,Tech Services,2403,1370,9715000,4,"saas, Finance",JLL Spark,,B2B,,$24.1M,https://www.growjo.com/company/Dealpath,https://www.indeed.com/jobs?q=company%3A(Dealpath),40%,For Contact Direct Phone Numbers and Emails see Lead411
Quavo,quavo.com,Wilmington,DE,United States,69,http://www.linkedin.com/company/quavo,2015,Fintech,2404,2994,10005000,1,"Fraud Detection, Technology, Banking, Finance Technology",,,,,,https://www.growjo.com/company/Quavo,https://www.indeed.com/jobs?q=company%3A(Quavo),44%,For Contact Direct Phone Numbers and Emails see Lead411
Onna,onna.io,New York,NY,United States,152,http://www.linkedin.com/company/onna,2015,Legaltech,2405,479,16675000,27,saas,,,,,$43M,https://www.growjo.com/company/Onna,https://www.indeed.com/jobs?q=company%3A(Onna),100%,For Contact Direct Phone Numbers and Emails see Lead411
Access Fintech,accessfintech.com,New York,NY,United States,82,http://www.linkedin.com/company/access-fintech,2016,Fintech,2406,,10660000,1,,,,,,$37.5M,https://www.growjo.com/company/Access_Fintech,https://www.indeed.com/jobs?q=company%3A(Access Fintech),44%,For Contact Direct Phone Numbers and Emails see Lead411
Reali,reali.com,San Mateo,CA,United States,191,http://www.linkedin.com/company/reali,2015,Real Estate Tech,2407,668,12800000,48,"Mobile, Real Estate, Finance, Property Management, Consumer Lending, Real Estate Technology, Residential Real Estate, Fin Tech",Zeev Ventures,,,,$42.2M,https://www.growjo.com/company/Reali,https://www.indeed.com/jobs?q=company%3A(Reali),22%,For Contact Direct Phone Numbers and Emails see Lead411
Biocytogen Boston Corporation,biocytogen.com,Wakefield,MA,United States,76,http://www.linkedin.com/company/biocytogen,2009,Biotech,2408,,11780000,1,,,,,,CN¥1.9B,https://www.growjo.com/company/Biocytogen_Boston_Corporation,https://www.indeed.com/jobs?q=company%3A(Biocytogen Boston Corporation),15%,For Contact Direct Phone Numbers and Emails see Lead411
Gyroscope Therapeutics,gyroscopetx.com,London,ENG,UK,161,http://www.linkedin.com/company/gyroscope-therapeutics,2016,Biotech,2409,6483,24955000,1,,,,,,£158.2M,https://www.growjo.com/company/Gyroscope_Therapeutics,https://www.indeed.com/jobs?q=company%3A(Gyroscope Therapeutics),87%,For Contact Direct Phone Numbers and Emails see Lead411
AvanzeGroup,avanzegroup.com,Wilmington,DE,United States,164,http://www.linkedin.com/company/avanzegroup,2015,Tech Services,2410,10868,23780000,1,saas,,,,,,https://www.growjo.com/company/AvanzeGroup,https://www.indeed.com/jobs?q=company%3A(AvanzeGroup),116%,For Contact Direct Phone Numbers and Emails see Lead411
Deposco,deposco.com,Alpharetta,GA,United States,166,http://www.linkedin.com/company/deposco,,Martech,2411,7515,21895000,1,,,,,,$46.1M,https://www.growjo.com/company/Deposco,https://www.indeed.com/jobs?q=company%3A(Deposco),44%,For Contact Direct Phone Numbers and Emails see Lead411
Locana,locanabio.com,San Diego,CA,United States,46,http://www.linkedin.com/company/locana-inc,2016,Biotech,2412,4882,7130000,1,,,,,,$155.6M,https://www.growjo.com/company/Locana,https://www.indeed.com/jobs?q=company%3A(Locana),53%,For Contact Direct Phone Numbers and Emails see Lead411
Orchestrate Mortgage and Title Solutions,orchestrate.com,Plano,TX,United States,125,http://www.linkedin.com/company/orchestrate-mortgage-title-solutions,2006,Tech Services,2413,,18125000,1,,,,,,,https://www.growjo.com/company/Orchestrate_Mortgage_and_Title_Solutions,https://www.indeed.com/jobs?q=company%3A(Orchestrate Mortgage and Title Solutions),116%,For Contact Direct Phone Numbers and Emails see Lead411
CybelAngel,cybelangel.com,Paris,AZL,France,160,http://www.linkedin.com/company/cybelangel,2013,IT Security,2414,995,32640000,39,"B2B, Enterprise Security, Data Security, Cyber Security",,,,,$51.7M,https://www.growjo.com/company/CybelAngel,https://www.indeed.com/jobs?q=company%3A(CybelAngel),22%,For Contact Direct Phone Numbers and Emails see Lead411
Y-mAbs Therapeutics,ymabs.com,New York,NY,United States,133,http://www.linkedin.com/company/y-mabs-therapeutics-inc-,2015,Biotech,2415,2234,20615000,1,,,,,,$195M,https://www.growjo.com/company/Y-mAbs_Therapeutics,https://www.indeed.com/jobs?q=company%3A(Y-mAbs Therapeutics),58%,For Contact Direct Phone Numbers and Emails see Lead411
Allseated,allseated.com,San Francisco,CA,United States,63,http://www.linkedin.com/company/allseated,,Tech Services,2416,6069,9135000,1,,,,,,$8.4M,https://www.growjo.com/company/Allseated,https://www.indeed.com/jobs?q=company%3A(Allseated),43%,For Contact Direct Phone Numbers and Emails see Lead411
KochaSoft,kochasoft.com,Novi,MI,United States,73,http://www.linkedin.com/company/kochasoft,2018,Tech Services,2417,279,10585000,1,"Consulting, Cloud Management, IaaS, PaaS",,,,,,https://www.growjo.com/company/KochaSoft,https://www.indeed.com/jobs?q=company%3A(KochaSoft),115%,For Contact Direct Phone Numbers and Emails see Lead411
Pachyderm,pachyderm.com,San Francisco,CA,,38,http://www.linkedin.com/company/pachyderm-inc-,2014,Tech Services,2418,,5510000,1,,,,,,$28.1M,https://www.growjo.com/company/Pachyderm,https://www.indeed.com/jobs?q=company%3A(Pachyderm),81%,For Contact Direct Phone Numbers and Emails see Lead411
Coverance Insurance Solutions,coveranceis.com,Long Beach,CA,,49,http://www.linkedin.com/company/coveranceis,2017,Insurance,2419,,10780000,1,,,,,,$20.3M,https://www.growjo.com/company/Coverance_Insurance_Solutions,https://www.indeed.com/jobs?q=company%3A(Coverance Insurance Solutions),81%,For Contact Direct Phone Numbers and Emails see Lead411
Intersect Power,intersectpower.com,,,,49,http://www.linkedin.com/company/intersect-power,2016,Environmental,2420,,10290000,1,,,,,,$609M,https://www.growjo.com/company/Intersect_Power,https://www.indeed.com/jobs?q=company%3A(Intersect Power),81%,For Contact Direct Phone Numbers and Emails see Lead411
Cash App,cash.app,New York,NY,United States,678,http://www.linkedin.com/company/cash-app,,Tech Services,2421,2015,98310000,1,,,,,,,https://www.growjo.com/company/Cash_App,https://www.indeed.com/jobs?q=company%3A(Cash App),139%,For Contact Direct Phone Numbers and Emails see Lead411
Homtex,homtex.com,Vinemont,AL,United States,60,http://www.linkedin.com/company/homtexinc,1987,Textiles,2422,9975,,1,,,,,,,https://www.growjo.com/company/Homtex,https://www.indeed.com/jobs?q=company%3A(Homtex),71%,For Contact Direct Phone Numbers and Emails see Lead411
WorkJam,workjam.com,Montreal,QC,CAN,217,http://www.linkedin.com/company/workjam,2014,Tech Services,2423,1111,31465000,22,"Events,Hospitality,Human Resources Hr,Retail",,,B2C,,$62M,https://www.growjo.com/company/WorkJam,https://www.indeed.com/jobs?q=company%3A(WorkJam),6%,For Contact Direct Phone Numbers and Emails see Lead411
SymphonyRM,symphonyrm.com,Palo Alto,CA,United States,78,http://www.linkedin.com/company/symphonyrm,2014,Digital Health,2424,,21060000,12,Health Care Information Technology,,,,,$10M,https://www.growjo.com/company/SymphonyRM,https://www.indeed.com/jobs?q=company%3A(SymphonyRM),30%,For Contact Direct Phone Numbers and Emails see Lead411
Wickshire Senior Living,wickshireseniorliving.com,,,United States,88,http://www.linkedin.com/company/wickshire-senior-living,,Hospital/Healthcare,2425,,23760000,1,,,,,,,https://www.growjo.com/company/Wickshire_Senior_Living,https://www.indeed.com/jobs?q=company%3A(Wickshire Senior Living),115%,For Contact Direct Phone Numbers and Emails see Lead411
Circle Logistics,circledelivers.com,Fort Wayne,IN,United States,369,http://www.linkedin.com/company/circle-logistics-inc,,Logistics,2426,,112545000,1,,,,,,,https://www.growjo.com/company/Circle_Logistics,https://www.indeed.com/jobs?q=company%3A(Circle Logistics),34%,For Contact Direct Phone Numbers and Emails see Lead411
Sense,sensehq.com,San Francisco,CA,United States,119,http://www.linkedin.com/company/sensehq,,HRTech,2427,3153,12035000,19,saas saas,,,,,$23.5M,https://www.growjo.com/company/Sense,https://www.indeed.com/jobs?q=company%3A(Sense),29%,For Contact Direct Phone Numbers and Emails see Lead411
Ghost,driveghost.com,Mountain View,CA,United States,148,http://www.linkedin.com/company/ghost-locomotion,2017,Automotive,2428,3205,48840000,44,,,,,,$157M,https://www.growjo.com/company/Ghost,https://www.indeed.com/jobs?q=company%3A(Ghost),17%,For Contact Direct Phone Numbers and Emails see Lead411
Lion Street,lionstreet.com,Austin,TX,United States,139,http://www.linkedin.com/company/lion-street,2010,Finance,2429,2873,29190000,1,"Finance,Human Resources Hr,Insurance",,,B2B,,$7.3M,https://www.growjo.com/company/Lion_Street,https://www.indeed.com/jobs?q=company%3A(Lion Street),15%,For Contact Direct Phone Numbers and Emails see Lead411
Quit Genius,quitgenius.com,San Francisco,CA,United States,58,http://www.linkedin.com/company/quit-genius,2017,Digital Health,2430,2784,,1,"Healthcare, Fitness, Therapeutics, Personal Health, Startups, Corporate Wellness, Health and Wellness, mHealth, Healthcare Services, Digital Health",,,,,$14.6M,https://www.growjo.com/company/Quit_Genius,https://www.indeed.com/jobs?q=company%3A(Quit Genius),81%,For Contact Direct Phone Numbers and Emails see Lead411
Insomnia Cookies,insomniacookies.com,Newtown Square,,,908,http://www.linkedin.com/company/insomnia-cookies,2003,Restaurants,2431,2329,158900000,1,,,,,,$4.4M,https://www.growjo.com/company/Insomnia_Cookies,https://www.indeed.com/jobs?q=company%3A(Insomnia Cookies),2%,For Contact Direct Phone Numbers and Emails see Lead411
Compleo,compleo-cs.de,Dortmund,NRW,United States,103,http://www.linkedin.com/company/compleo-charging-solutions,2009,Electronics,2432,5335,25235000,1,,,,,,,https://www.growjo.com/company/Compleo,https://www.indeed.com/jobs?q=company%3A(Compleo),115%,For Contact Direct Phone Numbers and Emails see Lead411
Endpoint,getendpoint.com,El Segundo,CA,United States,120,http://www.linkedin.com/company/endpoint-closing,2018,Real Estate,2433,8061,,36,,,,,,,https://www.growjo.com/company/Endpoint,https://www.indeed.com/jobs?q=company%3A(Endpoint),88%,For Contact Direct Phone Numbers and Emails see Lead411
GB Advisors,gb-advisors.com,Orlando,FL,United States,146,http://www.linkedin.com/company/gb-advisors-inc-soluciones-itsm-itsec,2004,Tech Services,2434,3201,21170000,1,,,,,,,https://www.growjo.com/company/GB_Advisors,https://www.indeed.com/jobs?q=company%3A(GB Advisors),115%,For Contact Direct Phone Numbers and Emails see Lead411
Savi,bysavi.com,Washington,D.C.,,36,http://www.linkedin.com/company/bysavi,2017,F,2435,,7560000,1,"Finance Technology, Education Technology, Fin Tech",,,,,$7.5M,https://www.growjo.com/company/Savi,https://www.indeed.com/jobs?q=company%3A(Savi),80%,For Contact Direct Phone Numbers and Emails see Lead411
Logical Position,logicalposition.com,Lake Oswego,OR,United States,896,http://www.linkedin.com/company/logicalposition,2010,Marketing,2436,2589,224000000,8,"Advertising,Consulting,Advertising,Analytics,Enterprise Software,Finance,Human Resources Hr,Marketing,Marketing Analytics,Search",,,B2B,,,https://www.growjo.com/company/Logical_Position,https://www.indeed.com/jobs?q=company%3A(Logical Position),27%,For Contact Direct Phone Numbers and Emails see Lead411
Epizyme,epizyme.com,Cambridge,MA,United States,315,http://www.linkedin.com/company/epizyme,2007,Biotech,2437,948,48825000,10,,Celgene and GlaxoSmithKline,,,,$161.5M,https://www.growjo.com/company/Epizyme,https://www.indeed.com/jobs?q=company%3A(Epizyme),16%,For Contact Direct Phone Numbers and Emails see Lead411
FormAssembly,formassembly.com,Bloomington,IN,United States,106,http://www.linkedin.com/company/formassembly,2006,Tech Services,2438,,15370000,20,"saas, Cloud Computing,Enterprise Software,Finance,Information Security,Marketing,Security",,,B2B,,$12.5M,https://www.growjo.com/company/FormAssembly,https://www.indeed.com/jobs?q=company%3A(FormAssembly),26%,For Contact Direct Phone Numbers and Emails see Lead411
Kala Pharmaceuticals,kalarx.com,Waltham,MA,United States,205,http://www.linkedin.com/company/kala-pharmaceuticals,2009,Pharma,2439,595,10653000,45,"Biotechnology,Cleantech,Healthcare,Pharmaceuticals,Security,Wind Power",Athyrium Capital Management,,B2B,,$255.2M,https://www.growjo.com/company/Kala_Pharmaceuticals,https://www.indeed.com/jobs?q=company%3A(Kala Pharmaceuticals),38%,For Contact Direct Phone Numbers and Emails see Lead411
NimbusRF,nimbusrf.com,Salt Lake City,UT,,77,http://www.linkedin.com/company/nimbusrf,2012,Medical Equip,2440,,19327000,1,,,,,,,https://www.growjo.com/company/NimbusRF,https://www.indeed.com/jobs?q=company%3A(NimbusRF),114%,For Contact Direct Phone Numbers and Emails see Lead411
HARRISON COUNTY SCHOOL DISTRICT,harrison.kyschools.us,Cynthiana,KY,United States,77,http://www.linkedin.com/company/harrison-county-school-district,,Education,2441,,13860000,1,,,,,,,https://www.growjo.com/company/HARRISON_COUNTY_SCHOOL_DISTRICT,https://www.indeed.com/jobs?q=company%3A(HARRISON COUNTY SCHOOL DISTRICT),114%,For Contact Direct Phone Numbers and Emails see Lead411
KlearNow,klearnow.com,Santa Clara,CA,United States,77,http://www.linkedin.com/company/klearnow-corp,2018,Tech Services,2442,2844,11165000,3,Logistics,,,,,$16M.,https://www.growjo.com/company/KlearNow,https://www.indeed.com/jobs?q=company%3A(KlearNow),40%,For Contact Direct Phone Numbers and Emails see Lead411
Ensurity Group,ensuritygroup.com,Dallas,TX,United States,92,http://www.linkedin.com/company/ensuritygroup,1998,Insurance,2443,2659,20240000,1,,,,,,,https://www.growjo.com/company/Ensurity_Group,https://www.indeed.com/jobs?q=company%3A(Ensurity Group),114%,For Contact Direct Phone Numbers and Emails see Lead411
